id,title,ingredients,directions,link,source,NER
723771,Cornbread Dressing,"[""1 bunch celery, chopped"", ""2 large green pepper, chopped"", ""2 medium yellow onions, chopped"", ""1 bunch green onions, chopped"", ""1/4 c. vegetable oil"", ""8 c. cornbread crumbs"", ""1 (14 1/2 oz.) can chicken broth"", ""2 (10 1/2 oz.) cream of chicken soup, undiluted"", ""3 large eggs, beaten"", ""1 tsp. garlic powder"", ""1 tsp. ruffed rubbed sage"", ""1/4 tsp. pepper""]","[""Cook first 4 ingredients in oil in a large skillet over medium-high heat stirring constantly until tender (about 5 minutes)."", ""Combine cooked vegetables, cornbread crumbs and next 6 ingredients in a large bowl."", ""Spoon into a lightly greased 9 x 13 x 2-inch baking dish."", ""Bake at 325\u00b0 for 1 hour 10 minutes or until a knife inserted in center comes out clean."", ""Yields 12 servings."", ""One 8-inch iron skillet makes 4 cups of crumbs of cornbread.""]",www.cookbooks.com/Recipe-Details.aspx?id=223194,Gathered,"[""celery"", ""green pepper"", ""yellow onions"", ""green onions"", ""vegetable oil"", ""cornbread crumbs"", ""chicken broth"", ""cream of chicken soup"", ""eggs"", ""garlic powder"", ""sage"", ""pepper""]"
1117616,Sour Cherry Coffee Cake,"[""DOUGH"", ""1/2 cup whole milk"", ""1/4 cup water, room temp"", ""3 tablespoons vegetable oil"", ""1 egg yolk"", ""2 1/4 cups all-purpose flour"", ""1/3 cup granulated sugar"", ""1/2 teaspoon salt"", ""2 teaspoons bread machine yeast"", ""CHERRY LAYER"", ""1/2 cup sour cream"", ""1/4 cup granulated sugar"", ""2 tablespoons all-purpose flour"", ""1/2 teaspoon vanilla extract"", ""1/2 teaspoon almond extract (optional)"", ""2 (16 ounce) cans unsweetened sour pitted cherries, drained well (fresh pitted cherries can be used if you have them, approx. 2 cups)"", ""TOPPING"", ""2/3 cup all-purpose flour"", ""1/3 cup granulated sugar"", ""1/2 teaspoon ground cinnamon"", ""5 tablespoons chilled butter, cut in pieces""]","[""In a small bowl, whisk together all ingredients for cherry layer EXCEPT cherries. Cover and refrigerate."", ""In another small bowl, combine flour, sugar, and cinnamon for topping. Cut in butter until mixture becomes coarse crumbs. Cover and refrigerate."", ""Place all ingredients for dough in bread machine pan in the order recommended by the manufacturer. Program for dough cycle and start."", ""Just before dough is complete, grease a 9-inch square baking pan or a 10-inch pie plate."", ""Once dough is complete (it will be quite soft and sticky), scrape dough into prepared pan. Dust hands with flour and press dough into pan evenly."", ""Carefully spread sour cream mixture over dough, then distribute cherries over sour cream. Sprinkle crumb topping evenly over cherries."", ""Place pan on rack in center of cold oven. Turn oven on to 375 degrees F, and bake until edges turn golden brown and a toothpick inserted in the middle comes out clean (approximately 35 minutes)."", ""Remove from oven and allow to cool on a wire rack for about 20 minutes. Serve warm."", ""MORE NOTES: this coffeecake freezes well. Place in refrigerator overnight or on countertop, unwrapped. Reheat for 12 minutes in a 300 degree F oven.""]",www.food.com/recipe/sour-cherry-coffee-cake-124736,Gathered,"[""DOUGH"", ""milk"", ""water"", ""vegetable oil"", ""egg yolk"", ""flour"", ""granulated sugar"", ""salt"", ""bread machine yeast"", ""LAYER"", ""sour cream"", ""sugar"", ""flour"", ""vanilla extract"", ""almond"", ""cherries"", ""TOPPING"", ""all-purpose"", ""granulated sugar"", ""ground cinnamon"", ""butter""]"
545871,Texas Sheet Cake,"[""2 c. sugar"", ""2 eggs, beaten"", ""1 (20 oz.) can crushed pineapple"", ""2 c. flour"", ""1/2 tsp. salt"", ""1/2 tsp. soda""]","[""Preheat oven to 325\u00b0."", ""Mix dry ingredients until well blended."", ""Add eggs and pineapple."", ""Mix well."", ""Bake in greased 10 x 13 pan for 40 to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=107180,Gathered,"[""sugar"", ""eggs"", ""pineapple"", ""flour"", ""salt"", ""soda""]"
714072,Homemade Ice Cream,"[""2 c. milk"", ""2 tsp. vanilla"", ""3 Tbsp. sugar""]","[""Combine all ingredients in 1-quart size Ziploc bag."", ""Seal bag and shake."", ""Place quart size bag into gallon Ziploc bag."", ""Fill outer bag with ice and rock salt."", ""Close outer bag."", ""Mash bag slowly turning over and over."", ""Should be ready to about 15 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=329430,Gathered,"[""milk"", ""vanilla"", ""sugar""]"
189903,Mississippi Potatoes(8 To 10 Servings)  ,"[""8 c. potatoes"", ""1 c. mayonnaise"", ""salt to taste"", ""1/2 tsp. pepper"", ""1 lb. processed American cheese, diced"", ""1/2 c. chopped onions"", ""4 to 6 slices bacon, fried"", ""1/2 c. olives (green or black)""]","[""Toss potatoes with mayonnaise, salt, pepper, diced cheese and onions."", ""Place mixture in a greased 9 x 13-inch pan."", ""Sprinkle with crumbled bacon and chives."", ""Bake at 325\u00b0 for 1 hour."", ""Can be made ahead and frozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=787721,Gathered,"[""potatoes"", ""mayonnaise"", ""salt"", ""pepper"", ""American cheese"", ""onions"", ""bacon"", ""olives""]"
349125,Dill Dip,"[""16 oz. mayonnaise"", ""16 oz. sour cream"", ""6 tsp. dill seed"", ""6 tsp. minced onions"", ""6 tsp. parsley flakes"", ""2 tsp. seasoned salt""]","[""Mix and store in quart jar in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=654958,Gathered,"[""mayonnaise"", ""sour cream"", ""dill"", ""onions"", ""parsley flakes"", ""salt""]"
449909,Oatmeal Crispies,"[""1 c. butter"", ""1 c. brown sugar"", ""1 c. sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""1 1/2 c. flour"", ""1 tsp. soda"", ""3 c. quick oatmeal"", ""1/2 c. chopped nuts""]","[""Cream shortening with brown and white sugars."", ""Add eggs and vanilla."", ""Beat well."", ""Sift and add flour and soda."", ""Mix in oatmeal and nuts."", ""Form into long rolls and chill thoroughly."", ""Slice 1/4-inch thick and bake on ungreased cookie sheet at 350\u00b0 for 10 minutes or until lightly browned.""]",www.cookbooks.com/Recipe-Details.aspx?id=515541,Gathered,"[""butter"", ""brown sugar"", ""sugar"", ""eggs"", ""vanilla"", ""flour"", ""soda"", ""oatmeal"", ""nuts""]"
1054855,Chicken-Artichoke Cheese Spread Gift Box,"[""3 cups diced cooked chicken"", ""2 (8 ounce) packages cream cheese, softened"", ""2 cups shredded parmesan cheese"", ""1 (14 ounce) can artichoke hearts, drained and diced"", ""1 cup finely chopped pecans, toasted"", ""4 green onions, minced"", ""1 tablespoon lemon juice"", ""1/2 teaspoon salt"", ""1 teaspoon seasoned pepper"", ""Garnish"", ""7 -8 green onion stems, 1 red chile pepper, halved""]","[""Cream first 9 ingredients in a food processor; spoon into straight-sided 9 x 5\"" loafpan lined with plastic wrap. Cover and chill 8 hours (freeze up to 1 month; thaw in refrigerator 8 hours). Invert onto plate; remove plastic wrap. Smooth sides to straighten it as a box."", ""Garnish: plunge green onion in boiling water then in ice water. Drain, dry well between paper towels. Press into sides of cheese square, beginning with end of one stem on each side. Bring stems up and over to center of top; form loops with remaining stems; secure with wooden picks. Arrange chile pepper halves on top.""]",www.food.com/recipe/chicken-artichoke-cheese-spread-gift-box-408100,Gathered,"[""chicken"", ""cream cheese"", ""parmesan cheese"", ""hearts"", ""pecans"", ""green onions"", ""lemon juice"", ""salt"", ""pepper"", ""onion""]"
927623,Mushroom Moong Dal Dosas,"[""Dosas:"", ""1 cup moong dal (split husked mung beans)"", ""1 teaspoon chili powder"", ""1 teaspoon minced ginger"", ""1/2 cup water, or as needed"", ""1/2 teaspoon salt"", ""1/2 teaspoon jeera (cumin seeds)"", ""Filling:"", ""3 stalks celery, finely chopped"", ""1 onion, chopped"", ""2 cups sliced cremini mushrooms"", ""1 (10 ounce) package frozen chopped spinach, thawed and drained"", ""1 yellow bell pepper, chopped"", ""1 cup frozen peas"", ""1 cup salsa"", ""1/2 cup chopped fresh cilantro"", ""2 tablespoons lemon juice"", ""2 tablespoons minced garlic"", ""2 tablespoons garam masala"", ""1 tablespoon ground coriander"", ""2 teaspoons chili powder"", ""2 teaspoons minced ginger"", ""1 teaspoon sea salt"", ""1 teaspoon seasoned salt"", ""1 teaspoon ground cinnamon"", ""1 teaspoon cumin seeds"", ""1 teaspoon fennel seeds"", ""1 cup cottage cheese""]","[""Soak dal in 4 cups of water for at least 4 hours. Drain."", ""Combine the soaked dal, 1 teaspoon chili powder, and 1 teaspoon ginger in a blender. Blend, adding 2 to 3 tablespoons water as needed, until well combined. Add salt and cumin seeds. Continue blending until dosa batter is the consistency of pancake batter."", ""Saute celery, onions, and 1 tablespoon water in a skillet over medium-high heat until soft. Add mushrooms; cook until shrunk, about 5 minutes. Stir in spinach, yellow bell pepper, and frozen peas. Add salsa, cilantro, lemon juice, garlic, garam masala, coriander, 2 teaspoons chili powder, 2 teaspoons ginger, sea salt, seasoning salt, cinnamon, cumin seeds, and fennel seeds. Add cottage cheese. Reduce heat and let filling mixture simmer while making the dosas."", ""Preheat a nonstick skillet over medium-high heat until a drop of water sizzles once it hits the surface. Pour 1/2 cup of batter over the center of the skillet and spread evenly with the back of a spoon. Swirl the spoon outward until dosa is 7 inches in diameter. Cook until dry on top, about 1 minute. Flip and cook until golden brown, about 1 minute more. Repeat with remaining batter."", ""Spoon 3/4 cup of filling down the center of a dosa. Fold 1 side up and flip over so that both sides are tucked under. Repeat with remaining dosas.""]",www.allrecipes.com/recipe/221837/mushroom-moong-dal-dosas/,Gathered,"[""Dosas"", ""moong dal"", ""chili powder"", ""ginger"", ""water"", ""salt"", ""jeera"", ""Filling"", ""stalks celery"", ""onion"", ""cremini mushrooms"", ""yellow bell pepper"", ""frozen peas"", ""salsa"", ""fresh cilantro"", ""lemon juice"", ""garlic"", ""garam masala"", ""ground coriander"", ""chili powder"", ""ginger"", ""salt"", ""salt"", ""ground cinnamon"", ""cumin seeds"", ""fennel seeds"", ""cottage cheese""]"
1682340,Kasha Pilaf,"[""2 tablespoons butter"", ""1/2 cup finely chopped onions"", ""1/2 teaspoon finely minced garlic"", ""1 cup kasha"", ""1 bay leaf"", ""1 sprig fresh thyme or 1/2 teaspoon dried"", ""2 sprigs fresh parsley"", ""1 3/4 cups fresh or canned chicken broth"", ""Salt to taste if desired"", ""Freshly ground pepper to taste"", ""2 tablespoons finely chopped parsley""]","[""Heat 1 tablespoon of the butter in a saucepan and add the onions and garlic."", ""Cook, stirring, until wilted."", ""Add the kasha, bay leaf, thyme, parsley, broth, salt and pepper."", ""Bring to the boil and cover closely."", ""Cook 10 minutes."", ""Remove the bay leaf, thyme sprig and parsley sprigs."", ""Add the remaining 1 tablespoon butter and the chopped parsley."", ""Stir to blend.""]",cooking.nytimes.com/recipes/1592,Recipes1M,"[""butter"", ""onions"", ""garlic"", ""kasha"", ""bay leaf"", ""thyme"", ""parsley"", ""chicken broth"", ""Salt"", ""Freshly ground pepper"", ""parsley""]"
1731499,"Asparagus, Leek, Shiitake and Potato Ragout","[""2 large leeks (white and pale green parts only)"", ""1 pound small red potatoes"", ""3 tablespoons olive oil"", ""1 pound asparagus, trimmed and cut diagonally into 1-inch pieces"", ""1/2 pound fresh shiitake mushrooms, stems discarded and caps quartered"", ""1 1/2 cups chicken broth"", ""1/2 lemon"", ""1/4 cup chopped fresh mint leaves"", ""3 tablespoons finely chopped fresh parsley leaves""]","[""Cut leeks crosswise into 1/2-inch slices and in a bowl soak in water, agitating occasionally to dislodge any sand, 5 minutes."", ""Lift leeks out of water and drain in a colander."", ""Quarter potatoes."", ""In a 12- to 14-inch non-stick skillet, heat 1 tablespoon oil over moderately high heat until hot but not smoking and saute potatoes with salt to taste, stirring occasionally, until golden, about 5 minutes."", ""Transfer potatoes to a bowl."", ""In skillet, heat 1 tablespoon oil until hot but not smoking and saute leeks, stirring occasionally and shaking skillet, until lightly browned, about 3 to 4 minutes."", ""Transfer leeks to bowl with potatoes."", ""In skillet, heat remaining tablespoon oil until hot but not smoking and saute asparagus, stirring occasionally, 2 minutes."", ""Add mushrooms and saute mixture, stirring occasionally, until mushrooms are softened, about 3 minutes."", ""Add broth and bring to a boil."", ""Add potatoes and leeks and simmer, covered, until vegetables are tender, about 5 minutes."", ""Squeeze a little lemon juice over vegetables and stir in mint, parsley, and salt and pepper to taste.""]",www.epicurious.com/recipes/food/views/asparagus-leek-shiitake-and-potato-ragout-10227,Recipes1M,"[""leeks"", ""red potatoes"", ""olive oil"", ""shiitake mushrooms"", ""chicken broth"", ""lemon"", ""mint leaves"", ""parsley""]"
1854542,Italian Chicken Sticks,"[""1 cup seasoned breadcrumbs"", ""1/2 cup freshly grated Parmesan"", ""1 1/2 teaspoons dried thyme"", ""1 1/2 teaspoons dried basil"", ""1 teaspoon dried oregano"", ""1/2 teaspoon salt"", ""1/4 teaspoon garlic powder"", ""Pinch of ground red pepper"", ""8 boneless chicken breast halves, cut into 1/2-inch strips"", ""1/2 cup (1 stick) melted butter"", ""Marinara sauce or honey mustard for dipping""]","[""Preheat the oven to 400 degrees."", ""In a pie plate or platter, combine the breadcrumbs, Parmesan, thyme, basil, oregano, salt, garlic powder, and red pepper."", ""Dip the chicken strips in the melted butter, then dredge them in the breadcrumb mixture."", ""Place the chicken strips in a single layer on a lightly greased baking sheet."", ""Bake for 20 minutes, or until the chicken is cooked through."", ""Serve the chicken sticks hot with marinara sauce, or serve hot or cold with honey mustard.""]",www.epicurious.com/recipes/food/views/italian-chicken-sticks-385038,Recipes1M,"[""breadcrumbs"", ""freshly grated Parmesan"", ""thyme"", ""basil"", ""oregano"", ""salt"", ""garlic"", ""ground red pepper"", ""chicken breast halves"", ""butter"", ""honey""]"
905320,Smoky Sausage Penne,"[""1 1/2 cups uncooked penne pasta"", ""1 (9 ounce) pouch ProgressoTM Recipe StartersTM creamy three cheese cooking sauce"", ""1 (12 ounce) ring fully cooked smoked pork sausage, cut into 1/2-inch slices"", ""1 (14.5 ounce) can petite diced tomatoes, well drained"", ""1 cup shredded smoked Cheddar or smoked Gouda cheese""]","[""Heat oven to 350 degrees F. Spray 11x7-inch (2-quart) glass baking dish with cooking spray."", ""Cook and drain pasta as directed on package. In large bowl, mix pasta, cooking sauce, sausage, tomatoes and 1/2 cup of the cheese. Spread in baking dish."", ""Cover; bake 20 minutes. Uncover; bake 10 to 15 minutes longer or until hot in center and bubbly around edges, sprinkling with remaining 1/2 cup cheese during last 5 minutes of baking.""]",www.allrecipes.com/recipe/228709/smoky-sausage-penne/,Gathered,"[""penne pasta"", ""three cheese"", ""ring fully"", ""tomatoes"", ""Gouda cheese""]"
757075,Cherry Chocolate Cake,"[""1 pkg. fudge cake mix"", ""4 eggs"", ""1 can cherry pie filling"", ""whipped cream""]","[""Prepare cake mix using 4 eggs and no water."", ""Add cherry pie filling and"", ""mix well."", ""Bake as directed on package in 9 x 13-inch pan."", ""Serve topped with whipped cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=488767,Gathered,"[""cake mix"", ""eggs"", ""cherry pie filling"", ""whipped cream""]"
915616,Meatballs With Raisins And Honey,"[""1 3/4 pounds minced beef"", ""5 onions, finely chopped"", ""2 eggs"", ""salt and pepper to taste"", ""1 slice bread, soaked in water and drained"", ""3/4 cup oil for frying"", ""3/4 cup raisins"", ""3/4 cup water"", ""1 tablespoon ground cinnamon"", ""2 tablespoons honey""]","[""In a medium bowl, mix together the meat, one onion, eggs, and bread. Season with salt and pepper. Form into small balls. Heat 1/4 cup of oil in a skillet over medium-high heat. Fry the meatballs until browned. Remove from heat, and set aside."", ""In a large saucepan, heat remaining 1/2 cup of oil. Fry the remaining 4 onions until golden. Carefully add the meatballs. Mix in the raisins, cinnamon, honey, and water. Bring to a boil, then reduce heat and simmer for about an hour. Season with salt and pepper before serving.""]",www.allrecipes.com/recipe/31042/meatballs-with-raisins-and-honey/,Gathered,"[""beef"", ""onions"", ""eggs"", ""salt"", ""bread"", ""oil"", ""raisins"", ""water"", ""ground cinnamon"", ""honey""]"
786256,Milky Way Ice Cream,"[""6 Milky Way candy bars"", ""6 (3 Musketeers) candy bars"", ""1 can Eagle Brand milk"", ""1 small can Hershey's syrup"", ""milk"", ""1 Tbsp. vanilla""]","[""Melt candy bars in heavy pan."", ""Add Eagle Brand milk and syrup. Stir well."", ""Add milk and vanilla to fill 4-quart freezer."", ""Fill freezer with ice and salt."", ""Should freeze in approximately 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=330592,Gathered,"[""Milky"", ""Musketeers"", ""milk"", ""syrup"", ""milk"", ""vanilla""]"
1571785,Green Tomato Relish,"[""20 whole Green Tomatoes"", ""8 whole Onions"", ""8 whole Apples"", ""3 whole Green Peppers"", ""5 cups Sugar"", ""3 cups Vinegar"", ""3 Tablespoons Salt"", ""1 Tablespoon Mustard"", ""1 Tablespoon Cinnamon"", ""1 Tablespoon Celery Seed"", ""1 Tablespoon Turmeric""]","[""In a food grinder, grind the tomatoes, onions, apples and peppers."", ""Mix together and drain well. Place in a large kettle with the rest of the ingredients. Mix well and bring to a boil. Simmer for 30 minutes."", ""Prepare jars by washing in hot soapy water and rinsing in hot water."", ""Pour the relish in the jars, seal and place in a hot water bath. Make sure there is 1 to 2 inches of water above the jars."", ""Boil pints for 35 minutes and quarts for 40 minutes. Makes about 10 pints or 5 quarts.""]",tastykitchen.com/recipes/canning/green-tomato-relish/,Gathered,"[""Green Tomatoes"", ""Onions"", ""Apples"", ""Green Peppers"", ""Sugar"", ""Vinegar"", ""Salt"", ""Mustard"", ""Cinnamon"", ""Celery"", ""Turmeric""]"
78073,Graham Cracker Cake,"[""1 c. soft butter"", ""2 c. sugar"", ""5 eggs"", ""2 tsp. vanilla"", ""2 tsp. baking powder"", ""14 1/2 oz. graham crackers (29 double crackers)"", ""1 c. milk"", ""3 1/2 oz. flaked coconut""]","[""Cream butter and sugar until light."", ""Add eggs, one at a time, beat well after each."", ""Add vanilla."", ""Crush crackers fine."", ""Add to first mixture with baking powder, milk and coconut."", ""Mix well. Pour into 3 (9-inch) pans."", ""Bake at 350\u00b0 for 35 to 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=644773,Gathered,"[""butter"", ""sugar"", ""eggs"", ""vanilla"", ""baking powder"", ""graham crackers"", ""milk"", ""flaked coconut""]"
1916403,Sweet and Sour Sauce,"[""14 cup soy sauce"", ""2 tablespoons rice vinegar"", ""12 teaspoon minced garlic"", ""1 teaspoon ground ginger"", ""2 tablespoons sugar""]","[""Cook briefly over low heat, stirring to dissolve the sugar."", ""Taste and add more vinegar if necessary."", ""Cool before serving, or use as a basting sauce.""]",www.food.com/recipe/sweet-and-sour-sauce-424977,Recipes1M,"[""soy sauce"", ""rice vinegar"", ""garlic"", ""ground ginger"", ""sugar""]"
1257776,Chocolate Hazelnut Cupcakes,"[""7 oz dark chocolate, chopped"", ""9 tbsp butter, chopped"", ""1 1/4 cups sugar"", ""3/4 cup water"", ""1 large egg, lightly beaten"", ""1/2 cup all purpose flour"", ""1/2 cup self-rising flour"", ""1 cup ground hazelnuts"", ""6 None chocolate balls, quartered"", ""None None powdered sugar or cocoa powder, to dust""]","[""Preheat oven to 350\u00b0F. Lightly grease or line a 12-hole muffin pan with paper liners."", ""In a medium saucepan, combine chocolate, butter, sugar and water and stir over medium heat until sugar dissolves. Cool slightly. Whisk in egg."", ""Sift flours together into a large bowl, then stir ground hazelnuts. Lightly stir chocolate mixture into the flour mixture, until combined. Spoon into paper liners, until two-thirds full. Press two chocolate quarters into each case."", ""Bake 20-25 minutes, until cooked when tested with a skewer. Cool in pan 5 minutes then transfer to wire rack to cool completely. Dust with powdered sugar or cocoa powder to serve.""]",recipes-plus.com/api/v2.0/recipes/28657,Gathered,"[""chocolate"", ""butter"", ""sugar"", ""water"", ""egg"", ""flour"", ""flour"", ""ground hazelnuts"", ""chocolate"", ""powdered sugar""]"
1633977,Classic Minestrone Soup,"[""1 tablespoon vegetable oil"", ""1 onions"", ""1 cup carrots finely chopped"", ""14 1/2 ounces diced tomatoes undrained"", ""16 ounces cannellini or white kidney beans, rinsed and drained"", ""5 cups water"", ""1 knorr homestyl stock chicken tub"", ""3 cups baby spinach leaves"", ""1 cup ditalini pasta""]","[""Heat oil in 6-quart saucepot over medium heat and cook onion and carrots, stirring occasionally, until vegetables are tender, about 7 minutes."", ""Stir in water, Knorr(R) Homestyle Stock - Chicken, tomatoes and beans until Stock is melted. Bring to a boil over high heat. Reduce heat to low and simmer, stirring occasionally, 15 minutes."", ""Stir in spinach until wilted, then ditalini. Season, if desired, with salt and pepper.""]",www.yummly.com/recipe/Classic-minestrone-soup-297114,Gathered,"[""vegetable oil"", ""onions"", ""carrots"", ""tomatoes"", ""beans"", ""water"", ""chicken"", ""baby spinach"", ""ditalini pasta""]"
2188153,"Red Pepper, Kalamata Olive and Arugula Pizza","[""1 package (16 Oz. Size) Pre-made Wheat Pizza Dough"", ""1/2 cups Fat Free Pizza Sauce"", ""8 ounces, weight Mozzarella Cheese, Grated"", ""1 whole Fire-roasted Red Pepper, Cut Into 1/4 Inch Slices"", ""1/4 cups Pitted Kalamata Olives, Rinsed And Cut In Half"", ""1 ounce, weight Organic Arugula""]","[""1."", ""Preheat oven to 450 degrees F. 2."", ""On a lightly floured surface begin to shape the dough by hand or with a rolling pin into a 12-inch circle."", ""Carefully place dough on a pizza stone or lightly oiled baking sheet."", ""Pre-cook the pizza dough until the bottom of the crust is cooked through, about 4 minutes."", ""Remove from the oven."", ""3."", ""Spread the pizza sauce onto the dough and top with mozzarella."", ""Place the peppers and olives on top of the cheese."", ""Place the pizza in the oven."", ""Bake until the crust is fully cooked and the cheese starts to brown, about 10 minutes."", ""Remove the pizza from the oven."", ""4."", ""Top pizza with arugula and cut into slices."", ""Note: I use products and ingredients from my local Trader Joes store but feel free to use what you find at your local grocery store.""]",tastykitchen.com/recipes/main-courses/red-pepper-kalamata-olive-and-arugula-pizza/,Recipes1M,"[""Dough"", ""Pizza Sauce"", ""Mozzarella Cheese"", ""Red Pepper"", ""Olives"", ""Arugula""]"
658332,Beautiful Layered Salad,"[""1 head lettuce, shredded"", ""1/2 c. celery, diced"", ""1 small onion, sliced"", ""1 large carrot, shredded"", ""1 pkg. frozen green peas"", ""2 c. mayonnaise"", ""2 Tbsp. sugar"", ""4 oz. sharp cheese, grated"", ""1/2 c. bacon bits""]","[""Place lettuce over bottom of pan or bowl."", ""Add onion, celery, green pepper, carrots and frozen peas, one layer at a time."", ""Add sugar to mayonnaise and spread over entire top of salad."", ""Next, add cheese as a layer, then bacon bits."", ""Cover with plastic wrap and chill in refrigerator at least 6 hours before serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=339355,Gathered,"[""head lettuce"", ""celery"", ""onion"", ""carrot"", ""frozen green peas"", ""mayonnaise"", ""sugar"", ""sharp cheese"", ""bacon bits""]"
492094,Famous Bread Pudding,"[""16 oz. Half and Half"", ""8 oz. whipping cream"", ""8 fresh eggs"", ""1 1/4 c. sugar"", ""1/4 tsp. vanilla"", ""4 1/2 slices Kings Hawaiian Sweet Bread"", ""1/2 tsp. cinnamon"", ""1 tsp. sugar"", ""2 Tbsp. raisins""]","[""Mix Half and Half, whipping cream, eggs, sugar and vanilla. Arrange bread on bottom of 10 x 12 pan."", ""Pour mixture over bread. Mix cinnamon and sugar and sprinkle over top."", ""Spread raisins on top and cover with foil."", ""Bake in water bath at 400 degrees for 75-90 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=61595,Gathered,"[""whipping cream"", ""eggs"", ""sugar"", ""vanilla"", ""Hawaiian Sweet Bread"", ""cinnamon"", ""sugar"", ""raisins""]"
1984594,Made-Over Corn Souffle,"[""1 container (16 oz.) BREAKSTONE'S or KNUDSEN 2% Milkfat Low Fat Cottage Cheese"", ""2 pkg. (8.5 oz. each) corn muffin mix"", ""2 eggs"", ""1 can (15 oz.) cream-style corn"", ""1 can (15-1/2 oz.) whole kernel corn, drained"", ""1/4 cup margarine, melted"", ""1 jalapeno pepper, seeded, minced""]","[""Heat oven to 375 degrees F."", ""Blend cottage cheese in blender until smooth; place in large bowl."", ""Add remaining ingredients; mix just until blended."", ""Pour into 13x9-inch baking dish sprayed with cooking spray."", ""Bake 40 to 45 min."", ""or until golden brown.""]",www.kraftrecipes.com/recipes/made-over-corn-souffle-121861.aspx,Recipes1M,"[""'S"", ""eggs"", ""corn"", ""kernel corn"", ""margarine"", ""pepper""]"
1357028,Chunky Guacamole ,"[""4 ripe avocados"", ""3 limes, juiced"", ""1/2 red onion, chopped"", ""1 garlic clove, minced"", ""2 serrano chiles, sliced thinly"", ""1 big handful fresh cilantro, finely chopped"", ""extra-virgin olive oil"", ""kosher salt & freshly ground pepper""]","[""Halve and pit the avocados. Scoop out the flesh w/tablespoon into mixing bowl. Mash the avocados with a fork, leaving them somewhat chunky. Add the remaining ingredients, and fold everything together to gently mix. Lay a pice of plastic wrap right on the surface of the guacamole so it doesn't brown and refrigerate 1 hr before serving.""]",www.epicurious.com/recipes/member/views/chunky-guacamole-50085931,Gathered,"[""avocados"", ""red onion"", ""garlic"", ""serrano chiles"", ""cilantro"", ""extra-virgin olive oil"", ""kosher salt""]"
178457,Doughnuts,"[""1 c. sugar"", ""2 1/2 Tbsp. butter"", ""2 eggs"", ""1 c. milk"", ""1/4 tsp. cinnamon"", ""2 1/2 tsp. baking powder"", ""1/4 tsp. nutmeg"", ""1 1/4 tsp. salt"", ""2 c. flour""]","[""Cream the butter."", ""Add 1/2 of the sugar."", ""Beat the eggs very light; add the remainder of the sugar."", ""Combine the 2 mixtures; add the milk."", ""Stir together the baking powder, salt, cinnamon and nutmeg with the flour and add to the mixture with enough more flour to handle, having the dough as soft as possible."", ""Toss on a floured board and knead lightly."", ""Roll to 1/4-inch thickness and cut with a doughnut cutter."", ""Fry in hot fat; drain on brown paper.""]",www.cookbooks.com/Recipe-Details.aspx?id=294350,Gathered,"[""sugar"", ""butter"", ""eggs"", ""milk"", ""cinnamon"", ""baking powder"", ""nutmeg"", ""salt"", ""flour""]"
1026526,Steel Cut Oatmeal With Dried Fruit,"[""1 cup steel cut oats (don't use any other kind)"", ""3 1/2 cups boiling water"", ""1/2 teaspoon cinnamon"", ""1/4 teaspoon salt"", ""1/2 cup raisins"", ""3/4 cup dried apple ring, cut up into small pieces"", ""1/2 cup cut up dates"", ""1/2 cup milk"", ""3 teaspoons dark brown sugar (I use splenda instead of sugar)""]","[""Put everything except milk into boiling water and cook over med heat for about 25-30 minutes. Oats should be tender but not mushy. There should be some definite texture to the oats. Add milk, stir well and cook about 3 min more. Serve.""]",www.food.com/recipe/steel-cut-oatmeal-with-dried-fruit-485210,Gathered,"[""oats"", ""boiling water"", ""cinnamon"", ""salt"", ""raisins"", ""apple ring"", ""dates"", ""milk"", ""brown sugar""]"
1650544,Kitsune Udon,"[""4 pieces aged deep fried tofu, and cut into large triangle shapes"", ""1 34 lbs of dried udon noodles or 1 34 lbs soba noodles"", ""4 green onions"", ""6 12 cups dashi"", ""3 tablespoons soy sauce"", ""1 tablespoon sugar"", ""1 tablespoon sake""]","[""Heat the broth ingredients in a small pot, and in a separate sauce pan simmer the tofu in a cup of hot dashi."", ""Meanwhile, cook the dried noodles, then rinse them in a colander using hot water, drain, an d then transfer to serving bowls."", ""Place the tofu on top, pour the hot broth over the noodles and garnish with green onions.""]",www.food.com/recipe/kitsune-udon-255705,Recipes1M,"[""aged"", ""udon noodles"", ""green onions"", ""dashi"", ""soy sauce"", ""sugar"", ""sake""]"
